town,county,office,district,party,candidate,winner,votes
Dix's Grant,Coos,Executive Council,1,,Scatter,False,0
Dixville,Coos,Executive Council,1,,Scatter,False,0
Dorchester,Grafton,Executive Council,1,,Scatter,False,0
Dummer,Coos,Executive Council,1,,Scatter,False,0
Easton,Grafton,Executive Council,1,,Scatter,False,0
Eaton,Carroll,Executive Council,1,,Scatter,False,0
Effingham,Carroll,Executive Council,1,,Scatter,False,0
Ellsworth,Grafton,Executive Council,1,,Scatter,False,0
Enfield,Grafton,Executive Council,1,,Scatter,False,0
Errol,Coos,Executive Council,1,,Scatter,False,0
Erving's Location,Coos,Executive Council,1,,Scatter,False,0
Franconia,Grafton,Executive Council,1,,Scatter,False,0
Freedom,Carroll,Executive Council,1,,Scatter,False,0
Gilford,Belknap,Executive Council,1,,Scatter,False,0
Gorham,Coos,Executive Council,1,,Scatter,False,1
Grafton,Grafton,Executive Council,1,,Scatter,False,3
Grantham,Sullivan,Executive Council,1,,Scatter,False,1
Green's Grant,Coos,Executive Council,1,,Scatter,False,0
Groton,Grafton,Executive Council,1,,Scatter,False,0
Hadley's Purchase,Coos,Executive Council,1,,Scatter,False,0
Hale's Location,Carroll,Executive Council,1,,Scatter,False,0
Hanover,Grafton,Executive Council,1,,Scatter,False,12
Hart's Location,Carroll,Executive Council,1,,Scatter,False,0
Haverhill,Grafton,Executive Council,1,,Scatter,False,0
Hebron,Grafton,Executive Council,1,,Scatter,False,0
Hill,Merrimack,Executive Council,1,,Scatter,False,1
Holderness,Grafton,Executive Council,1,,Scatter,False,0
Jackson,Carroll,Executive Council,1,,Scatter,False,2
Jefferson,Coos,Executive Council,1,,Scatter,False,0
Kilkenny,Coos,Executive Council,1,,Scatter,False,0
Laconia,Belknap,Executive Council,1,,Scatter,False,2
Lancaster,Coos,Executive Council,1,,Scatter,False,1
Landaff,Grafton,Executive Council,1,,Scatter,False,0
Lebanon,Grafton,Executive Council,1,,Scatter,False,4
Lincoln,Grafton,Executive Council,1,,Scatter,False,0
Lisbon,Grafton,Executive Council,1,,Scatter,False,1
Littleton,Grafton,Executive Council,1,,Scatter,False,0
Livermore,Grafton,Executive Council,1,,Scatter,False,0
Low & Burbank's Grant,Coos,Executive Council,1,,Scatter,False,0
Lyman,Grafton,Executive Council,1,,Scatter,False,0
Lyme,Grafton,Executive Council,1,,Scatter,False,2
Madison,Carroll,Executive Council,1,,Scatter,False,0
Martin's Location,Coos,Executive Council,1,,Scatter,False,0
Meredith,Belknap,Executive Council,1,,Scatter,False,1
Middleton,Strafford,Executive Council,1,,Scatter,False,1
Milan,Coos,Executive Council,1,,Scatter,False,0
Millsfield,Coos,Executive Council,1,,Scatter,False,0
Milton,Strafford,Executive Council,1,,Scatter,False,0
Monroe,Grafton,Executive Council,1,,Scatter,False,0
Moultonborough,Carroll,Executive Council,1,,Scatter,False,0
New Durham,Strafford,Executive Council,1,,Scatter,False,0
New Hampton,Belknap,Executive Council,1,,Scatter,False,0
New London,Merrimack,Executive Council,1,,Scatter,False,2
Newport,Sullivan,Executive Council,1,,Scatter,False,0
Northumberland,Coos,Executive Council,1,,Scatter,False,0
Odell,Coos,Executive Council,1,,Scatter,False,0
Orange,Grafton,Executive Council,1,,Scatter,False,0
Orford,Grafton,Executive Council,1,,Scatter,False,0
Ossipee,Carroll,Executive Council,1,,Scatter,False,0
Piermont,Grafton,Executive Council,1,,Scatter,False,0
Pinkham's Grant,Coos,Executive Council,1,,Scatter,False,0
Pittsburg,Coos,Executive Council,1,,Scatter,False,0
Plainfield,Sullivan,Executive Council,1,,Scatter,False,0
Plymouth,Grafton,Executive Council,1,,Scatter,False,0
Randolph,Coos,Executive Council,1,,Scatter,False,0
Rumney,Grafton,Executive Council,1,,Scatter,False,0
Sanbornton,Belknap,Executive Council,1,,Scatter,False,0
Sandwich,Carroll,Executive Council,1,,Scatter,False,0
Sargent's Purchase,Coos,Executive Council,1,,Scatter,False,0
Second College Grant,Coos,Executive Council,1,,Scatter,False,0
Shelburne,Coos,Executive Council,1,,Scatter,False,0
Springfield,Sullivan,Executive Council,1,,Scatter,False,0
Stark,Coos,Executive Council,1,,Scatter,False,0
Stewartstown,Coos,Executive Council,1,,Scatter,False,0
Stratford,Coos,Executive Council,1,,Scatter,False,0
Success,Coos,Executive Council,1,,Scatter,False,0
Sugar Hill,Grafton,Executive Council,1,,Scatter,False,0
Sunapee,Sullivan,Executive Council,1,,Scatter,False,0
Tamworth,Carroll,Executive Council,1,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,Executive Council,1,,Scatter,False,0
Thornton,Grafton,Executive Council,1,,Scatter,False,0
Tilton,Belknap,Executive Council,1,,Scatter,False,0
Tuftonboro,Carroll,Executive Council,1,,Scatter,False,0
Wakefield,Carroll,Executive Council,1,,Scatter,False,0
Warren,Grafton,Executive Council,1,,Scatter,False,0
Waterville Valley,Grafton,Executive Council,1,,Scatter,False,8
Wentworth,Grafton,Executive Council,1,,Scatter,False,0
Wentworth's Location,Coos,Executive Council,1,,Scatter,False,0
Whitefield,Coos,Executive Council,1,,Scatter,False,0
Wilmot,Merrimack,Executive Council,1,,Scatter,False,1
Wolfeboro,Carroll,Executive Council,1,,Scatter,False,0
Woodstock,Grafton,Executive Council,1,,Scatter,False,0
Acworth,Sullivan,Executive Council,2,D,Colin Van Ostern,True,34
Alstead,Cheshire,Executive Council,2,D,Colin Van Ostern,True,116
Barnstead,Belknap,Executive Council,2,D,Colin Van Ostern,True,129
Belmont,Belknap,Executive Council,2,D,Colin Van Ostern,True,121
Boscawen,Merrimack,Executive Council,2,D,Colin Van Ostern,True,101
Bradford,Merrimack,Executive Council,2,D,Colin Van Ostern,True,129
Canterbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,219
Charlestown,Sullivan,Executive Council,2,D,Colin Van Ostern,True,94
Chesterfield,Cheshire,Executive Council,2,D,Colin Van Ostern,True,131
Concord,Merrimack,Executive Council,2,D,Colin Van Ostern,True,3064
Dover,Strafford,Executive Council,2,D,Colin Van Ostern,True,971
Dublin,Cheshire,Executive Council,2,D,Colin Van Ostern,True,136
Durham,Strafford,Executive Council,2,D,Colin Van Ostern,True,786
Farmington,Strafford,Executive Council,2,D,Colin Van Ostern,True,114
Franklin,Merrimack,Executive Council,2,D,Colin Van Ostern,True,168
Gilmanton,Belknap,Executive Council,2,D,Colin Van Ostern,True,135
Gilsum,Cheshire,Executive Council,2,D,Colin Van Ostern,True,27
Goshen,Sullivan,Executive Council,2,D,Colin Van Ostern,True,21
Hancock,Hillsborough,Executive Council,2,D,Colin Van Ostern,True,167
Harrisville,Cheshire,Executive Council,2,D,Colin Van Ostern,True,119
Henniker,Merrimack,Executive Council,2,D,Colin Van Ostern,True,267
Hinsdale,Cheshire,Executive Council,2,D,Colin Van Ostern,True,74
Hopkinton,Merrimack,Executive Council,2,D,Colin Van Ostern,True,646
Keene,Cheshire,Executive Council,2,D,Colin Van Ostern,True,953
Langdon,Sullivan,Executive Council,2,D,Colin Van Ostern,True,8
Lempster,Sullivan,Executive Council,2,D,Colin Van Ostern,True,16
Madbury,Strafford,Executive Council,2,D,Colin Van Ostern,True,103
Marlborough,Cheshire,Executive Council,2,D,Colin Van Ostern,True,105
Marlow,Cheshire,Executive Council,2,D,Colin Van Ostern,True,30
Nelson,Cheshire,Executive Council,2,D,Colin Van Ostern,True,57
Newbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,88
Northfield,Merrimack,Executive Council,2,D,Colin Van Ostern,True,94
Rochester,Strafford,Executive Council,2,D,Colin Van Ostern,True,603
Rollinsford,Strafford,Executive Council,2,D,Colin Van Ostern,True,125
Roxbury,Cheshire,Executive Council,2,D,Colin Van Ostern,True,14
Salisbury,Merrimack,Executive Council,2,D,Colin Van Ostern,True,46
Somersworth,Strafford,Executive Council,2,D,Colin Van Ostern,True,215
Stoddard,Cheshire,Executive Council,2,D,Colin Van Ostern,True,37
Strafford,Strafford,Executive Council,2,D,Colin Van Ostern,True,185
Sullivan,Cheshire,Executive Council,2,D,Colin Van Ostern,True,40
Surry,Cheshire,Executive Council,2,D,Colin Van Ostern,True,34
Sutton,Merrimack,Executive Council,2,D,Colin Van Ostern,True,106
Unity,Sullivan,Executive Council,2,D,Colin Van Ostern,True,35
Walpole,Cheshire,Executive Council,2,D,Colin Van Ostern,True,192
Warner,Merrimack,Executive Council,2,D,Colin Van Ostern,True,217
Washington,Sullivan,Executive Council,2,D,Colin Van Ostern,True,30
Webster,Merrimack,Executive Council,2,D,Colin Van Ostern,True,92
Westmoreland,Cheshire,Executive Council,2,D,Colin Van Ostern,True,116
Winchester,Cheshire,Executive Council,2,D,Colin Van Ostern,True,104
Acworth,Sullivan,Executive Council,2,D,John D. Shea,False,23
Alstead,Cheshire,Executive Council,2,D,John D. Shea,False,41
Barnstead,Belknap,Executive Council,2,D,John D. Shea,False,110
Belmont,Belknap,Executive Council,2,D,John D. Shea,False,129
Boscawen,Merrimack,Executive Council,2,D,John D. Shea,False,78
Bradford,Merrimack,Executive Council,2,D,John D. Shea,False,32
Canterbury,Merrimack,Executive Council,2,D,John D. Shea,False,80
Charlestown,Sullivan,Executive Council,2,D,John D. Shea,False,90
Chesterfield,Cheshire,Executive Council,2,D,John D. Shea,False,77
Concord,Merrimack,Executive Council,2,D,John D. Shea,False,796
Dover,Strafford,Executive Council,2,D,John D. Shea,False,563
Dublin,Cheshire,Executive Council,2,D,John D. Shea,False,44
Durham,Strafford,Executive Council,2,D,John D. Shea,False,127
Farmington,Strafford,Executive Council,2,D,John D. Shea,False,106
Franklin,Merrimack,Executive Council,2,D,John D. Shea,False,184
Gilmanton,Belknap,Executive Council,2,D,John D. Shea,False,98
Gilsum,Cheshire,Executive Council,2,D,John D. Shea,False,15
Goshen,Sullivan,Executive Council,2,D,John D. Shea,False,9
Hancock,Hillsborough,Executive Council,2,D,John D. Shea,False,88
Harrisville,Cheshire,Executive Council,2,D,John D. Shea,False,61
Henniker,Merrimack,Executive Council,2,D,John D. Shea,False,81
Hinsdale,Cheshire,Executive Council,2,D,John D. Shea,False,77
Hopkinton,Merrimack,Executive Council,2,D,John D. Shea,False,110
Keene,Cheshire,Executive Council,2,D,John D. Shea,False,542
Langdon,Sullivan,Executive Council,2,D,John D. Shea,False,19
Lempster,Sullivan,Executive Council,2,D,John D. Shea,False,23
Madbury,Strafford,Executive Council,2,D,John D. Shea,False,42
Marlborough,Cheshire,Executive Council,2,D,John D. Shea,False,75
Marlow,Cheshire,Executive Council,2,D,John D. Shea,False,24
Nelson,Cheshire,Executive Council,2,D,John D. Shea,False,40
Newbury,Merrimack,Executive Council,2,D,John D. Shea,False,62
Northfield,Merrimack,Executive Council,2,D,John D. Shea,False,103
Rochester,Strafford,Executive Council,2,D,John D. Shea,False,684
Rollinsford,Strafford,Executive Council,2,D,John D. Shea,False,52
Roxbury,Cheshire,Executive Council,2,D,John D. Shea,False,11
Salisbury,Merrimack,Executive Council,2,D,John D. Shea,False,41
Somersworth,Strafford,Executive Council,2,D,John D. Shea,False,276
Stoddard,Cheshire,Executive Council,2,D,John D. Shea,False,45
Strafford,Strafford,Executive Council,2,D,John D. Shea,False,79
Sullivan,Cheshire,Executive Council,2,D,John D. Shea,False,15
Surry,Cheshire,Executive Council,2,D,John D. Shea,False,34
Sutton,Merrimack,Executive Council,2,D,John D. Shea,False,43
Unity,Sullivan,Executive Council,2,D,John D. Shea,False,35
Walpole,Cheshire,Executive Council,2,D,John D. Shea,False,100
Warner,Merrimack,Executive Council,2,D,John D. Shea,False,55
Washington,Sullivan,Executive Council,2,D,John D. Shea,False,15
Webster,Merrimack,Executive Council,2,D,John D. Shea,False,50
Westmoreland,Cheshire,Executive Council,2,D,John D. Shea,False,48
Winchester,Cheshire,Executive Council,2,D,John D. Shea,False,68
Acworth,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Alstead,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Barnstead,Belknap,Executive Council,2,R,Michael J. Tierney,False,0
Belmont,Belknap,Executive Council,2,R,Michael J. Tierney,False,0
Boscawen,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Bradford,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Canterbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Charlestown,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Chesterfield,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Concord,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Dover,Strafford,Executive Council,2,R,Michael J. Tierney,False,1
Dublin,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Durham,Strafford,Executive Council,2,R,Michael J. Tierney,False,1
Farmington,Strafford,Executive Council,2,R,Michael J. Tierney,False,0
Franklin,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Gilmanton,Belknap,Executive Council,2,R,Michael J. Tierney,False,0
Gilsum,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Goshen,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Hancock,Hillsborough,Executive Council,2,R,Michael J. Tierney,False,0
Harrisville,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Henniker,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Hinsdale,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Hopkinton,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Keene,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Langdon,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Lempster,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Madbury,Strafford,Executive Council,2,R,Michael J. Tierney,False,0
Marlborough,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Marlow,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Nelson,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Newbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Northfield,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Rochester,Strafford,Executive Council,2,R,Michael J. Tierney,False,2
Rollinsford,Strafford,Executive Council,2,R,Michael J. Tierney,False,2
Roxbury,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Salisbury,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Somersworth,Strafford,Executive Council,2,R,Michael J. Tierney,False,1
Stoddard,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Strafford,Strafford,Executive Council,2,R,Michael J. Tierney,False,0
Sullivan,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Surry,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Sutton,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Unity,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Walpole,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Warner,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Washington,Sullivan,Executive Council,2,R,Michael J. Tierney,False,0
Webster,Merrimack,Executive Council,2,R,Michael J. Tierney,False,0
Westmoreland,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Winchester,Cheshire,Executive Council,2,R,Michael J. Tierney,False,0
Acworth,Sullivan,Executive Council,2,,Scatter,False,1
Alstead,Cheshire,Executive Council,2,,Scatter,False,0
Barnstead,Belknap,Executive Council,2,,Scatter,False,0
Belmont,Belknap,Executive Council,2,,Scatter,False,0
Boscawen,Merrimack,Executive Council,2,,Scatter,False,0
Bradford,Merrimack,Executive Council,2,,Scatter,False,0
Canterbury,Merrimack,Executive Council,2,,Scatter,False,2
Charlestown,Sullivan,Executive Council,2,,Scatter,False,3
Chesterfield,Cheshire,Executive Council,2,,Scatter,False,0
Concord,Merrimack,Executive Council,2,,Scatter,False,9
Dover,Strafford,Executive Council,2,,Scatter,False,1
Dublin,Cheshire,Executive Council,2,,Scatter,False,1
Durham,Strafford,Executive Council,2,,Scatter,False,1
Farmington,Strafford,Executive Council,2,,Scatter,False,1
Franklin,Merrimack,Executive Council,2,,Scatter,False,0
Gilmanton,Belknap,Executive Council,2,,Scatter,False,2
Gilsum,Cheshire,Executive Council,2,,Scatter,False,0
Goshen,Sullivan,Executive Council,2,,Scatter,False,0
Hancock,Hillsborough,Executive Council,2,,Scatter,False,0
Harrisville,Cheshire,Executive Council,2,,Scatter,False,0
Henniker,Merrimack,Executive Council,2,,Scatter,False,0
Hinsdale,Cheshire,Executive Council,2,,Scatter,False,0
Hopkinton,Merrimack,Executive Council,2,,Scatter,False,0
Keene,Cheshire,Executive Council,2,,Scatter,False,6
Langdon,Sullivan,Executive Council,2,,Scatter,False,0
Lempster,Sullivan,Executive Council,2,,Scatter,False,0
Madbury,Strafford,Executive Council,2,,Scatter,False,0
Marlborough,Cheshire,Executive Council,2,,Scatter,False,0
Marlow,Cheshire,Executive Council,2,,Scatter,False,0
Nelson,Cheshire,Executive Council,2,,Scatter,False,0
Newbury,Merrimack,Executive Council,2,,Scatter,False,1
Northfield,Merrimack,Executive Council,2,,Scatter,False,1
Rochester,Strafford,Executive Council,2,,Scatter,False,2
Rollinsford,Strafford,Executive Council,2,,Scatter,False,0
Roxbury,Cheshire,Executive Council,2,,Scatter,False,0
Salisbury,Merrimack,Executive Council,2,,Scatter,False,0
Somersworth,Strafford,Executive Council,2,,Scatter,False,1
Stoddard,Cheshire,Executive Council,2,,Scatter,False,0
Strafford,Strafford,Executive Council,2,,Scatter,False,0
Sullivan,Cheshire,Executive Council,2,,Scatter,False,0
Surry,Cheshire,Executive Council,2,,Scatter,False,0
Sutton,Merrimack,Executive Council,2,,Scatter,False,0
Unity,Sullivan,Executive Council,2,,Scatter,False,0
Walpole,Cheshire,Executive Council,2,,Scatter,False,0
Warner,Merrimack,Executive Council,2,,Scatter,False,0
Washington,Sullivan,Executive Council,2,,Scatter,False,0
Webster,Merrimack,Executive Council,2,,Scatter,False,0
Westmoreland,Cheshire,Executive Council,2,,Scatter,False,0
Winchester,Cheshire,Executive Council,2,,Scatter,False,0
Acworth,Sullivan,Executive Council,2,D,Shawn Mickelonis,False,4
Alstead,Cheshire,Executive Council,2,D,Shawn Mickelonis,False,14
Barnstead,Belknap,Executive Council,2,D,Shawn Mickelonis,False,24
Belmont,Belknap,Executive Council,2,D,Shawn Mickelonis,False,30
Boscawen,Merrimack,Executive Council,2,D,Shawn Mickelonis,False,22
Bradford,Merrimack,Executive Council,2,D,Shawn Mickelonis,False,6
Canterbury,Merrimack,Executive Council,2,D,Shawn Mickelonis,False,18
Charlestown,Sullivan,Executive Council,2,D,Shawn Mickelonis,False,31
Chesterfield,Cheshire,Executive Council,2,D,Shawn Mickelonis,False,14
Concord,Merrimack,Executive Council,2,D,Shawn Mickelonis,False,169
Dover,Strafford,Executive Council,2,D,Shawn Mickelonis,False,189
Dublin,Cheshire,Executive Council,2,D,Shawn Mickelonis,False,7
Durham,Strafford,Executive Council,2,D,Shawn Mickelonis,False,33
Farmington,Strafford,Executive Council,2,D,Shawn Mickelonis,False,32
